noun_id;german_noun;article;plural_form;english_translation;pronunciation_ipa;example_de;example_en;category;subcategory;tags;frequency;level;difficulty;article_pattern;declension_nom;declension_acc;declension_dat;declension_gen;cultural_note
N390;Gesellschaft;die;Gesellschaften;society;[ɡəˈzɛlʃaft];Das ist ein Problem der modernen Gesellschaft.;That is a problem of modern society.;Society;General;politics,social;35;25;1;Feminine;die Gesellschaft;die Gesellschaft;der Gesellschaft;der Gesellschaft;
N391;Kultur;die;Kulturen;culture;[kʊlˈtuːɐ̯];Ich interessiere mich für andere Kulturen.;I am interested in other cultures.;Society;General;social,travel;34;1;1;Feminine;die Kultur;die Kultur;der Kultur;der Kultur;
N392;Geschichte;die;Geschichten;history, story;[ɡəˈʃɪçtə];Erzähl mir eine Geschichte!;Tell me a story!;Society;General;learning,leisure;33;25;1;Feminine;die Geschichte;die Geschichte;der Geschichte;der Geschichte;
N393;Kunst;die;Künste;art;[kʊnst];Moderne Kunst ist oft abstrakt.;Modern art is often abstract.;Society;Arts;leisure,art;32;26;2;Feminine;die Kunst;die Kunst;der Kunst;der Künste;
N394;Wissenschaft;die;Wissenschaften;science;[ˈvɪsn̩ˌʃaft];Die Wissenschaft sucht nach Antworten.;Science looks for answers.;Society;Science;learning,work;31;16;1;Feminine;die Wissenschaft;die Wissenschaft;der Wissenschaft;der Wissenschaft;
N395;Technik;die;Techniken;technology, technique;[ˈtɛçnɪk];Die Technik entwickelt sich schnell.;Technology develops quickly.;Society;Science;tech,work;30;16;1;Feminine;die Technik;die Technik;der Technik;der Technik;
N396;Industrie;die;Industrien;industry;[ɪndʊsˈtʁiː];Die deutsche Autoindustrie ist weltbekannt.;The German car industry is world-famous.;Society;Economy;work,politics;29;16;1;Feminine;die Industrie;die Industrie;der Industrie;der Industrie;
N397;Handel;der;(no plural);trade, commerce;[ˈhandl̩];Der internationale Handel ist wichtig.;International trade is important.;Society;Economy;work,politics;28;16;1;Masculine;der Handel;den Handel;dem Handel;des Handels;
N398;Wirtschaft;die;Wirtschaften;economy;[ˈvɪʁtʃaft];Die Wirtschaft wächst.;The economy is growing.;Society;Economy;work,politics;27;16;1;Feminine;die Wirtschaft;die Wirtschaft;der Wirtschaft;der Wirtschaft;
N399;Gerechtigkeit;die;(no plural);justice;[ɡəˈʁɛçtɪçˌkaɪ̯t];Alle fordern Gerechtigkeit.;Everyone demands justice.;Abstract;Values;politics,society;26;25;1;Feminine;die Gerechtigkeit;die Gerechtigkeit;der Gerechtigkeit;der Gerechtigkeit;
N400;Freiheit;die;Freiheiten;freedom;[ˈfʁaɪ̯haɪ̯t];Freiheit ist ein wichtiges Gut.;Freedom is an important asset.;Abstract;Values;politics,society;25;25;1;Feminine;die Freiheit;die Freiheit;der Freiheit;der Freiheit;
N401;Sicherheit;die;Sicherheiten;safety, security;[ˈzɪçɐhaɪ̯t];Sicherheit ist mir sehr wichtig.;Safety is very important to me.;Abstract;Values;society;24;25;1;Feminine;die Sicherheit;die Sicherheit;der Sicherheit;der Sicherheit;
N402;Verantwortung;die;Verantwortungen;responsibility;[fɛɐ̯ˈʔantvɔʁtʊŋ];Jeder hat eine Verantwortung.;Everyone has a responsibility.;Abstract;Values;society,work;23;16;1;Feminine;die Verantwortung;die Verantwortung;der Verantwortung;der Verantwortung;
N403;Vertrauen;das;(no plural);trust, confidence;[fɛɐ̯ˈtʁaʊ̯ən];Vertrauen ist die Basis jeder Beziehung.;Trust is the basis of every relationship.;Abstract;Values;social;22;11;1;Neuter;das Vertrauen;das Vertrauen;dem Vertrauen;des Vertrauens;
N404;Respekt;der;(no plural);respect;[ʁeˈspɛkt];Zeig ein bisschen Respekt!;Show a little respect!;Abstract;Values;social;21;1;1;Masculine;der Respekt;den Respekt;dem Respekt;des Respektes;
N405;Mut;der;(no plural);courage;[muːt];Sie hatte den Mut, die Wahrheit zu sagen.;She had the courage to tell the truth.;Abstract;Values;social;20;25;1;Masculine;der Mut;den Mut;dem Mut;des Mutes;
N406;Stolz;der;(no plural);pride;[ʃtɔlt͡s];Er ist voller Stolz.;He is full of pride.;Abstract;Feelings;social;19;25;1;Masculine;der Stolz;den Stolz;dem Stolz;des Stolzes;
N407;Humor;der;(no plural);humor;[huˈmoːɐ̯];Er hat einen guten Humor.;He has a good sense of humor.;Abstract;Values;social;18;25;1;Masculine;der Humor;den Humor;dem Humor;des Humors;
N408;Charakter;der;Charaktere;character, personality;[kaˈʁaktɐ];Sie hat einen starken Charakter.;She has a strong character.;Abstract;Values;social;17;25;2;Masculine;der Charakter;den Charakter;dem Charakter;des Charakters;
N409;Talent;das;Talente;talent;[taˈlɛnt];Er hat ein Talent für Musik.;He has a talent for music.;Abstract;Values;art,leisure;16;26;1;Neuter;das Talent;das Talent;dem Talent;des Talentes;
N410;Prinzip;das;Prinzipien;principle;[pʁɪnˈt͡siːp];Das ist gegen meine Prinzipien.;That is against my principles.;Abstract;Values;social;15;25;2;Neuter;das Prinzip;das Prinzip;dem Prinzip;des Prinzips;
N411;Tatsache;die;Tatsachen;fact;[ˈtaːtˌzaxə];Das ist eine Tatsache.;That is a fact.;Communication;Concepts;communication;20;15;1;Feminine;die Tatsache;die Tatsache;der Tatsache;der Tatsache;
N412;Meinung;die;Meinungen;opinion;[ˈmaɪ̯nʊŋ];Das ist nur meine Meinung.;That's just my opinion.;Communication;Concepts;social;25;15;1;Feminine;die Meinung;die Meinung;der Meinung;der Meinung;
N413;Diskussion;die;Diskussionen;discussion;[dɪskʊˈsi̯oːn];Wir hatten eine lange Diskussion.;We had a long discussion.;Communication;Events;social,work;24;15;1;Feminine;die Diskussion;die Diskussion;der Diskussion;der Diskussion;
N414;Gespräch;das;Gespräche;conversation;[ɡəˈʃpʁɛːç];Ich hatte ein interessantes Gespräch.;I had an interesting conversation.;Communication;Events;social,work;23;15;2;Neuter;das Gespräch;das Gespräch;dem Gespräch;des Gespräches;
N415;Interview;das;Interviews;interview;[ˈɪntɐvjuː];Morgen habe ich ein Interview.;Tomorrow I have an interview.;Communication;Events;work;22;16;1;Neuter;das Interview;das Interview;dem Interview;des Interviews;
N416;Besprechung;die;Besprechungen;meeting (business);[bəˈʃpʁɛçʊŋ];Die Besprechung dauert eine Stunde.;The meeting lasts one hour.;Communication;Events;work;21;16;1;Feminine;die Besprechung;die Besprechung;der Besprechung;der Besprechung;
N417;Vertrag;der;Verträge;contract;[fɛɐ̯ˈtʁaːk];Ich muss den Vertrag unterschreiben.;I have to sign the contract.;Work & Study;Documents;work,finance;20;16;2;Masculine;der Vertrag;den Vertrag;dem Vertrag;des Vertrages;
N418;Dokument;das;Dokumente;document;[dokuˈmɛnt];Bitte senden Sie mir das Dokument.;Please send me the document.;Work & Study;Documents;work;19;16;1;Neuter;das Dokument;das Dokument;dem Dokument;des Dokumentes;
N419;Ausweis;der;Ausweise;ID card;[ˈaʊ̯sˌvaɪ̯s];Zeigen Sie bitte Ihren Ausweis.;Please show your ID card.;Objects;Documents;official;25;1;1;Masculine;der Ausweis;den Ausweis;dem Ausweis;des Ausweises;Germans are required to carry an ID card (Personalausweis).
N420;Führerschein;der;Führerscheine;driver's license;[ˈfyːʁɐˌʃaɪ̯n];Ich habe meinen Führerschein bestanden.;I passed my driver's license.;Objects;Documents;official,transport;24;18;1;Masculine;der Führerschein;den Führerschein;dem Führerschein;des Führerscheines;
N421;Miete;die;Mieten;rent;[ˈmiːtə];Die Miete ist sehr hoch in München.;The rent is very high in Munich.;Finance;Home;daily,home;30;5;1;Feminine;die Miete;die Miete;der Miete;der Miete;
N422;Gehalt;das;Gehälter;salary;[ɡəˈhalt];Er bekommt ein gutes Gehalt.;He gets a good salary.;Finance;Work;work;29;16;2;Neuter;das Gehalt;das Gehalt;dem Gehalt;des Gehaltes;
N423;Steuer;die;Steuern;tax;[ˈʃtɔɪ̯ɐ];Jeder muss Steuern zahlen.;Everyone has to pay taxes.;Finance;Society;daily,politics;28;16;1;Feminine;die Steuer;die Steuer;der Steuer;der Steuern;
N424;Versicherung;die;Versicherungen;insurance;[fɛɐ̯ˈzɪçəʁʊŋ];Hast du eine Krankenversicherung?;Do you have health insurance?;Finance;Society;daily,health;27;13;1;Feminine;die Versicherung;die Versicherung;der Versicherung;der Versicherung;Health insurance is mandatory in Germany.
N425;Qualität;die;Qualitäten;quality;[kvaliˈtɛːt];Die Qualität ist wichtiger als die Quantität.;Quality is more important than quantity.;Abstract;Concepts;general,shopping;26;9;1;Feminine;die Qualität;die Qualität;der Qualität;der Qualität;
N426;Menge;die;Mengen;quantity, amount;[ˈmɛŋə];Das ist eine große Menge.;That is a large quantity.;Abstract;Measurement;general,shopping;25;9;1;Feminine;die Menge;die Menge;der Menge;der Menge;
N427;Dorf;das;Dörfer;village;[dɔʁf];Er wohnt in einem kleinen Dorf.;He lives in a small village.;Places;Geography;geography,home;28;5;2;Neuter;das Dorf;das Dorf;dem Dorf;des Dorfes;
N428;Bauernhof;der;Bauernhöfe;farm;[ˈbaʊ̯ɐnˌhoːf];Auf dem Bauernhof gibt es viele Tiere.;There are many animals on the farm.;Places;Buildings;nature,food;27;6;2;Masculine;der Bauernhof;den Bauernhof;dem Bauernhof;des Bauernhofes;
N429;Wüste;die;Wüsten;desert;[ˈvyːstə];In der Wüste ist es sehr heiß.;It's very hot in the desert.;Nature;Landscapes;nature,geography;26;22;1;Feminine;die Wüste;die Wüste;der Wüste;der Wüsten;
N430;Küste;die;Küsten;coast;[ˈkʏstə];Wir fahren an die Küste.;We're driving to the coast.;Nature;Landscapes;nature,travel;25;22;1;Feminine;die Küste;die Küste;der Küste;der Küste;
N431;Strand;der;Strände;beach;[ʃtʁant];Lass uns an den Strand gehen.;Let's go to the beach.;Nature;Landscapes;leisure,travel;24;22;2;Masculine;der Strand;den Strand;dem Strand;des Strandes;
N432;Welle;die;Wellen;wave;[ˈvɛlə];Die Wellen sind heute hoch.;The waves are high today.;Nature;Elements;nature;23;22;1;Feminine;die Welle;die Welle;der Welle;der Wellen;
N433;Sand;der;(no plural);sand;[zant];Der Sand ist heiß.;The sand is hot.;Nature;Elements;nature;22;22;1;Masculine;der Sand;den Sand;dem Sand;des Sandes;
N434;Sturm;der;Stürme;storm;[ʃtʊʁm];Ein Sturm kommt auf.;A storm is coming.;Nature;Weather;weather;21;22;2;Masculine;der Sturm;den Sturm;dem Sturm;des Sturmes;
N435;Gewitter;das;Gewitter;thunderstorm;[ɡəˈvɪtɐ];Ich habe Angst vor Gewittern.;I'm afraid of thunderstorms.;Nature;Weather;weather;20;22;1;Neuter;das Gewitter;das Gewitter;dem Gewitter;des Gewitters;
N436;Donner;der;(no plural);thunder;[ˈdɔnɐ];Der Donner war sehr laut.;The thunder was very loud.;Nature;Weather;weather;19;22;1;Masculine;der Donner;den Donner;dem Donner;des Donners;
N437;Blitz;der;Blitze;lightning;[blɪt͡s];Hast du den Blitz gesehen?;Did you see the lightning?;Nature;Weather;weather;18;22;1;Masculine;der Blitz;den Blitz;dem Blitz;des Blitzes;
N438;Nebel;der;Nebel;fog;[ˈneːbl̩];Am Morgen gab es dichten Nebel.;In the morning there was thick fog.;Nature;Weather;weather;17;22;1;Masculine;der Nebel;den Nebel;dem Nebel;des Nebels;
N439;Temperatur;die;Temperaturen;temperature;[tɛmpəʁaˈtuːɐ̯];Die Temperatur liegt bei 20 Grad.;The temperature is 20 degrees.;Nature;Weather;weather;20;22;1;Feminine;die Temperatur;die Temperatur;der Temperatur;der Temperaturen;
N440;Grad;der;Grade;degree;[ɡʁaːt];Es sind 25 Grad Celsius.;It's 25 degrees Celsius.;Abstract;Measurement;weather,math;22;22;1;Masculine;der Grad;den Grad;dem Grad;des Grades;
N441;Prozess;der;Prozesse;process;[pʁoˈt͡sɛs];Das ist ein langer Prozess.;That is a long process.;Abstract;Concepts;work,science;20;16;1;Masculine;der Prozess;den Prozess;dem Prozess;des Prozesses;
N442;Entwicklung;die;Entwicklungen;development, evolution;[ɛntˈvɪklʊŋ];Die technologische Entwicklung ist schnell.;The technological development is fast.;Abstract;Concepts;science,society;19;16;1;Feminine;die Entwicklung;die Entwicklung;der Entwicklung;der Entwicklung;
N443;Veränderung;die;Veränderungen;change;[fɛɐ̯ˈʔɛndəʁʊŋ];Wir brauchen eine Veränderung.;We need a change.;Abstract;Concepts;social,work;18;25;1;Feminine;die Veränderung;die Veränderung;der Veränderung;der Veränderung;
N444;Wachstum;das;(no plural);growth;[ˈvakstuːm];Das wirtschaftliche Wachstum ist langsam.;The economic growth is slow.;Abstract;Concepts;economy,nature;17;16;1;Neuter;das Wachstum;das Wachstum;dem Wachstum;des Wachstums;
N445;Verlust;der;Verluste;loss;[fɛɐ̯ˈlʊst];Der Verlust war groß.;The loss was great.;Abstract;Concepts;finance,social;16;25;1;Masculine;der Verlust;den Verlust;dem Verlust;des Verlustes;
N446;Gewinn;der;Gewinne;profit, win;[ɡəˈvɪn];Die Firma macht einen hohen Gewinn.;The company is making a high profit.;Abstract;Concepts;finance,work;15;16;1;Masculine;der Gewinn;den Gewinn;dem Gewinn;des Gewinnes;
N447;Bedarf;der;(no plural);need, demand;[bəˈdaʁf];Es gibt einen großen Bedarf an Lehrern.;There is a great need for teachers.;Abstract;Concepts;economy,society;14;16;1;Masculine;der Bedarf;den Bedarf;dem Bedarf;des Bedarfes;
N448;Angebot;das;Angebote;offer, supply;[ˈanɡəˌboːt];Das ist ein gutes Angebot.;That is a good offer.;Abstract;Concepts;economy,shopping;20;9;1;Neuter;das Angebot;das Angebot;dem Angebot;des Angebotes;
N449;Nachfrage;die;Nachfragen;demand;[ˈnaːxˌfʁaːɡə];Die Nachfrage nach diesem Produkt ist hoch.;The demand for this product is high.;Abstract;Concepts;economy;19;16;1;Feminine;die Nachfrage;die Nachfrage;der Nachfrage;der Nachfrage;
N450;Kosten;die;(no singular);costs;[ˈkɔstn̩];Die Kosten sind zu hoch.;The costs are too high.;Finance;General;work,finance;22;16;1;Plural only;die Kosten;die Kosten;den Kosten;der Kosten;
N451;Wert;der;Werte;value, worth;[veːɐ̯t];Der Ring hat einen hohen Wert.;The ring has a high value.;Finance;Abstract;general;21;25;1;Masculine;der Wert;den Wert;dem Wert;des Wertes;
N452;Macht;die;Mächte;power, might;[maxt];Wissen ist Macht.;Knowledge is power.;Abstract;Concepts;politics,society;20;25;2;Feminine;die Macht;die Macht;der Macht;der Mächte;
N453;Einfluss;der;Einflüsse;influence;[ˈaɪ̯nflʊs];Er hat einen großen Einfluss.;He has a great influence.;Abstract;Concepts;politics,social;19;25;2;Masculine;der Einfluss;den Einfluss;dem Einfluss;des Einflusses;
N454;Druck;der;Drücke;pressure;[dʁʊk];Ich stehe unter großem Druck.;I am under great pressure.;Abstract;Feelings;work,social;18;16;2;Masculine;der Druck;den Druck;dem Druck;des Druckes;
N455;Kampf;der;Kämpfe;fight, struggle;[kampf];Das Leben ist ein Kampf.;Life is a struggle.;Abstract;Events;social;17;25;2;Masculine;der Kampf;den Kampf;dem Kampf;des Kampfes;
N456;Streit;der;Streitigkeiten;argument, dispute;[ʃtʁaɪ̯t];Wir hatten einen Streit.;We had an argument.;Communication;Events;social;16;11;1;Masculine;der Streit;den Streit;dem Streit;des Streites;
N457;Lüge;die;Lügen;lie;[ˈlyːɡə];Das ist eine Lüge!;That's a lie!;Communication;Concepts;social;15;11;1;Feminine;die Lüge;die Lüge;der Lüge;der Lügen;
N458;Wahrheit;die;Wahrheiten;truth;[ˈvaːɐ̯haɪ̯t];Sag mir die Wahrheit!;Tell me the truth!;Communication;Concepts;social;14;11;1;Feminine;die Wahrheit;die Wahrheit;der Wahrheit;der Wahrheiten;
N459;Geheimnis;das;Geheimnisse;secret;[ɡəˈhaɪ̯mnɪs];Kannst du ein Geheimnis bewahren?;Can you keep a secret?;Communication;Concepts;social;13;11;1;Neuter;das Geheimnis;das Geheimnis;dem Geheimnis;des Geheimnisses;
N460;Geräusch;das;Geräusche;sound, noise;[ɡəˈʁɔɪ̯ʃ];Was war das für ein Geräusch?;What kind of sound was that?;Abstract;Sensory;daily;12;25;2;Neuter;das Geräusch;das Geräusch;dem Geräusch;des Geräusches;
N461;Geruch;der;Gerüche;smell, odor;[ɡəˈʁʊx];Der Geruch von Kaffee ist herrlich.;The smell of coffee is wonderful.;Abstract;Sensory;daily;11;6;2;Masculine;der Geruch;den Geruch;dem Geruch;des Geruches;
N462;Geschmack;der;Geschmäcker;taste, flavor;[ɡəˈʃmak];Der Geschmack ist sehr gut.;The taste is very good.;Abstract;Sensory;food;10;6;2;Masculine;der Geschmack;den Geschmack;dem Geschmack;des Geschmackes;
N463;Bewegung;die;Bewegungen;movement;[bəˈveːɡʊŋ];Bewegung ist gesund.;Movement is healthy.;Abstract;Actions;health,sports;20;12;1;Feminine;die Bewegung;die Bewegung;der Bewegung;der Bewegung;
N464;Handlung;die;Handlungen;action, plot;[ˈhandlʊŋ];Die Handlung des Films ist kompliziert.;The plot of the movie is complicated.;Abstract;Actions;media,social;19;26;1;Feminine;die Handlung;die Handlung;der Handlung;der Handlungen;
N465;Tat;die;Taten;deed, act;[taːt];Auf Worte müssen Taten folgen.;Deeds must follow words.;Abstract;Actions;social;18;25;1;Feminine;die Tat;die Tat;der Tat;der Taten;
N466;Verhalten;das;(no plural);behavior;[fɛɐ̯ˈhaltn̩];Sein Verhalten war unhöflich.;His behavior was impolite.;Abstract;Actions;social;17;25;1;Neuter;das Verhalten;das Verhalten;dem Verhalten;des Verhaltens;
N467;Entscheidung;die;Entscheidungen;decision;[ɛntˈʃaɪ̯dʊŋ];Das war eine schwere Entscheidung.;That was a difficult decision.;Abstract;Actions;work,social;16;25;1;Feminine;die Entscheidung;die Entscheidung;der Entscheidung;der Entscheidung;
N468;Lösung;die;Lösungen;solution;[ˈløːzʊŋ];Wir haben eine Lösung für das Problem gefunden.;We found a solution to the problem.;Abstract;Concepts;work,math;25;15;1;Feminine;die Lösung;die Lösung;der Lösung;der Lösung;
N469;Quelle;die;Quellen;source, spring;[ˈkvɛlə];Was ist die Quelle dieser Information?;What is the source of this information?;Abstract;Concepts;science,work;24;16;1;Feminine;die Quelle;die Quelle;der Quelle;der Quellen;
N470;Reihe;die;Reihen;row, series;[ˈʁaɪ̯ə];Wir sitzen in der ersten Reihe.;We are sitting in the first row.;Abstract;Structures;general;23;7;1;Feminine;die Reihe;die Reihe;der Reihe;der Reihe;
N471;Muster;das;Muster;pattern, sample;[ˈmʊstɐ];Das ist ein typisches Muster.;That is a typical pattern.;Abstract;Structures;general,art;22;23;1;Neuter;das Muster;das Muster;dem Muster;des Musters;
N472;Struktur;die;Strukturen;structure;[ʃtʁʊkˈtuːɐ̯];Die Struktur des Gebäudes ist komplex.;The structure of the building is complex.;Abstract;Structures;science,work;21;16;1;Feminine;die Struktur;die Struktur;der Struktur;der Strukturen;
N473;Basis;die;Basen;base, basis;[ˈbaːzɪs];Das ist die Basis für unsere Diskussion.;That is the basis for our discussion.;Abstract;Structures;science,work;20;15;1;Feminine;die Basis;die Basis;der Basis;der Basen;
N474;Standard;der;Standards;standard;[ˈʃtandaʁt];Das entspricht nicht dem Standard.;That does not meet the standard.;Abstract;Structures;work,society;19;16;1;Masculine;der Standard;den Standard;dem Standard;des Standards;
N475;Niveau;das;Niveaus;level;[niˈvoː];Das ist ein hohes Niveau.;That is a high level.;Abstract;Structures;learning,work;18;2;1;Neuter;das Niveau;das Niveau;dem Niveau;des Niveaus;
N476;Bereich;der;Bereiche;area, field, range;[bəˈʁaɪ̯ç];In diesem Bereich bin ich Experte.;I am an expert in this area.;Abstract;Locations;work,science;17;16;1;Masculine;der Bereich;den Bereich;dem Bereich;des Bereiches;
N477;Raum;der;Räume;space, room;[ʁaʊ̯m];Wir brauchen mehr Raum.;We need more space.;Abstract;Locations;home,science;20;5;2;Masculine;der Raum;den Raum;dem Raum;des Raumes;
N478;Oberfläche;die;Oberflächen;surface;[ˈoːbɐˌflɛçə];Die Oberfläche ist glatt.;The surface is smooth.;Abstract;Locations;science,objects;19;23;1;Feminine;die Oberfläche;die Oberfläche;der Oberfläche;der Oberflächen;
N479;Zentrum;das;Zentren;center;[ˈt͡sɛntʁʊm];Wir treffen uns im Zentrum der Stadt.;We'll meet in the center of the city.;Places;Locations;daily,geography;18;7;1;Neuter;das Zentrum;das Zentrum;dem Zentrum;des Zentrums;
N480;Rand;der;Ränder;edge, margin;[ʁant];Er stand am Rand der Straße.;He stood at the edge of the road.;Places;Locations;general;17;28;2;Masculine;der Rand;den Rand;dem Rand;des Randes;
N481;Schritt;der;Schritte;step;[ʃʁɪt];Das ist der erste Schritt.;That is the first step.;Abstract;Actions;general;20;18;1;Masculine;der Schritt;den Schritt;dem Schritt;des Schrittes;
N482;Versuch;der;Versuche;attempt, experiment;[fɛɐ̯ˈzuːx];Das war ein guter Versuch.;That was a good attempt.;Abstract;Actions;work,science;19;15;1;Masculine;der Versuch;den Versuch;dem Versuch;des Versuches;
N483;Blick;der;Blicke;glance, view;[blɪk];Der Blick aus dem Fenster ist schön.;The view from the window is beautiful.;Abstract;Actions;social,travel;18;22;1;Masculine;der Blick;den Blick;dem Blick;des Blickes;
N484;Eindruck;der;Eindrücke;impression;[ˈaɪ̯nˌdʁʊk];Der erste Eindruck ist wichtig.;The first impression is important.;Abstract;Feelings;social;17;1;2;Masculine;der Eindruck;den Eindruck;dem Eindruck;des Eindruckes;
N485;Ausdruck;der;Ausdrücke;expression;[ˈaʊ̯sˌdʁʊk];Das ist ein alter Ausdruck.;That is an old expression.;Communication;Language;learning;16;2;2;Masculine;der Ausdruck;den Ausdruck;dem Ausdruck;des Ausdruckes;
N486;Titel;der;Titel;title;[ˈtiːtl̩];Der Titel des Buches ist lang.;The title of the book is long.;Communication;Media;learning,media;15;3;1;Masculine;der Titel;den Titel;dem Titel;des Titels;
N487;Kapitel;das;Kapitel;chapter;[kaˈpɪtl̩];Ich lese das erste Kapitel.;I'm reading the first chapter.;Communication;Media;learning;14;8;1;Neuter;das Kapitel;das Kapitel;dem Kapitel;des Kapitels;
N488;Abschnitt;der;Abschnitte;section, paragraph;[ˈapˌʃnɪt];Lies bitte den nächsten Abschnitt.;Please read the next section.;Communication;Media;learning;13;8;1;Masculine;der Abschnitt;den Abschnitt;dem Abschnitt;des Abschnittes;
N489;Zeile;die;Zeilen;line (of text);[ˈt͡saɪ̯lə];Die letzte Zeile fehlt.;The last line is missing.;Communication;Media;learning;12;8;1;Feminine;die Zeile;die Zeile;der Zeile;der Zeilen;
N490;Anruf;der;Anrufe;phone call;[ˈanˌʁuːf];Ich erwarte einen Anruf.;I am expecting a phone call.;Communication;Events;daily;25;14;1;Masculine;der Anruf;den Anruf;dem Anruf;des Anrufes;
N491;Einladung;die;Einladungen;invitation;[ˈaɪ̯nˌlaːdʊŋ];Danke für die Einladung!;Thanks for the invitation!;Communication;Events;social;24;27;1;Feminine;die Einladung;die Einladung;der Einladung;der Einladungen;
N492;Gruß;der;Grüße;greeting;[ɡʁuːs];Viele Grüße aus München!;Many greetings from Munich!;Communication;Social;social,communication;23;1;2;Masculine;der Gruß;den Gruß;dem Gruß;des Grußes;
N493;Kuss;der;Küsse;kiss;[kʊs];Er gab ihr einen Kuss.;He gave her a kiss.;Communication;Social;social;22;11;2;Masculine;der Kuss;den Kuss;dem Kuss;des Kusses;
N494;Lächeln;das;Lächeln;smile;[ˈlɛçl̩n];Sie hat ein schönes Lächeln.;She has a beautiful smile.;Communication;Social;social;21;11;1;Neuter;das Lächeln;das Lächeln;dem Lächeln;des Lächelns;
N495;Träne;die;Tränen;tear (crying);[ˈtʁɛːnə];Tränen liefen über ihr Gesicht.;Tears ran down her face.;Body;Internal;feelings;20;11;1;Feminine;die Träne;die Träne;der Träne;der Tränen;
N496;Schweiß;der;(no plural);sweat;[ʃvaɪ̯s];Der Schweiß rann ihm von der Stirn.;Sweat ran from his forehead.;Body;Internal;health,sports;19;12;1;Masculine;der Schweiß;den Schweiß;dem Schweiß;des Schweißes;
N497;Atem;der;(no plural);breath;[ˈaːtəm];Hol tief Atem!;Take a deep breath!;Body;Internal;health;18;12;1;Masculine;der Atem;den Atem;dem Atem;des Atems;
N498;Glaube;der;(no plural);faith, belief;[ˈɡlaʊ̯bə];Der Glaube kann Berge versetzen.;Faith can move mountains.;Abstract;Religion;religion,social;17;25;3;Masculine;der Glaube;den Glauben;dem Glauben;des Glaubens;An n-declension noun.
N499;Hoffnung;die;Hoffnungen;hope;[ˈhɔfnʊŋ];Gib die Hoffnung nicht auf!;Don't give up hope!;Abstract;Feelings;social;16;25;1;Feminine;die Hoffnung;die Hoffnung;der Hoffnung;der Hoffnungen;
N500;Zweifel;der;Zweifel;doubt;[ˈt͡svaɪ̯fl̩];Ich habe keinen Zweifel.;I have no doubt.;Abstract;Feelings;social,communication;15;25;1;Masculine;der Zweifel;den Zweifel;dem Zweifel;des Zweifels;
