id,day_reference,category,question_type,prompt,correct_answer,option_b,option_c,helper_text
661,16,Modal Verbs,multiple_choice,"Du ___ das nicht anfassen. (must not)","darfst","musst","sollst","'anfassen' = to touch."
662,17,Modal Verbs,fill_in_blank,"Er ___ eigentlich im Büro sein. (should)","sollte","müsste","dürfte","'sollte' expresses what is expected."
663,18,Directions,multiple_choice,"Go past the church.","Gehen Sie an der Kirche vorbei.","Gehen Sie vorbei die Kirche.","Gehen Sie die Kirche an vorbei.","'an... vorbei' is a two-part preposition."
664,19,Shopping,fill_in_blank,"Die Jacke ist aus ___. (leather)","Leder","Wolle","Stoff","'Leder' = leather."
665,20,Separable Verbs,multiple_choice,"Ich mache das Fenster ___.","zu","an","auf","'zumachen' = to close."
666,22,Perfect Tense,fill_in_blank,"Wir haben ihn zur Party ___. (eingeladen)","eingeladen","geladen ein","einlud","'einladen' = to invite."
667,23,Perfect Tense,multiple_choice,"Sie ___ nach Amerika ausgewandert.","ist","hat","wurde","'auswandern' (to emigrate) is a verb of motion."
668,25,Conjunctions,fill_in_blank,"Ich lerne, indem ich Vokabeln ___. (schreibe)","schreibe","schreibe ich","schreiben","'indem' (by doing) is subordinating."
669,26,Possessives,multiple_choice,"Dessen Name ich vergessen habe. 'Dessen' is...","a genitive relative pronoun","a dative pronoun","an accusative pronoun","Advanced grammar."
670,27,Family,fill_in_blank,"Die Frau meines Bruders ist meine ___.","Schwägerin","Schwager","Cousine","Sister-in-law."
671,28,Hobbies,multiple_choice,"'Ich gehe gern klettern' means...","I like to go climbing.","I like to go hiking.","I like to go skiing.","'klettern' = to climb."
672,29,Writing,fill_in_blank,"Ich freue mich ___, von Ihnen zu hören.","darauf","dass","wenn","'sich freuen auf' = to look forward to."
673,30,Review,multiple_choice,"The past participle of 'laufen' is...","gelaufen","gelauft","lief","Strong verb."
674,1,Greetings,fill_in_blank,"'Gleichfalls' or 'Ebenso' are good responses to '___ Appetit!'","Guten","Schönen","Viel","Wishing someone a good meal."
675,2,Introductions,multiple_choice,"What are you studying? (formal)","Was studieren Sie?","Was lernen Sie?","Was sind Sie studieren?","'studieren' for university studies."
676,3,Numbers,fill_in_blank,"The number 200 is ___.","zweihundert","zwanzighundert","zweitausend","'two hundred'."
677,4,Verbs,multiple_choice,"Das ___ ich.","bin","ist","sind","'That is me.'"
678,5,W-Fragen,fill_in_blank,"___ kommt als Nächstes? (Who)","Wer","Wen","Wem","Nominative question word."
679,6,Nouns,multiple_choice,"The gender of 'Wochenende' (weekend) is...","das (neuter)","der (masculine)","die (feminine)","das Wochenende."
680,8,Verbs,fill_in_blank,"Ich ___ (tanzen) gern.","tanze","tanzst","tanzt","Regular verb 'to dance'."
681,9,Cases,multiple_choice,"Ich habe ___ Frage. (a, fem.)","eine","ein","einen","'haben' takes accusative."
682,10,Verbs,fill_in_blank,"Du ___ (vergessen) immer alles.","vergisst","vergissest","vergesst","'vergessen' (to forget) is stem-changing e->i."
683,11,Food & Drink,multiple_choice,"'Ein Glas Leitungswasser' is...","A glass of tap water","A glass of mineral water","A glass of lemonade","'Leitungswasser' = tap water."
684,12,Time,fill_in_blank,"Es ist zehn ___ halb fünf. (4:20)","vor","nach","um","'ten to half to five'."
685,13,Dates,multiple_choice,"The first month of the year is...","Januar","Februar","Dezember","January."
686,15,Cases,fill_in_blank,"Er wohnt gegenüber ___ Bahnhof. (the, masc.)","dem","den","der","'gegenüber' is dative."
687,16,Modal Verbs,multiple_choice,"Ich ___ das nicht entscheiden. (can)","kann","will","muss","'I can't decide that.'"
688,17,Modal Verbs,fill_in_blank,"Sie ___ pünktlich sein. (must)","müssen","sollen","dürfen","Strong obligation."
689,18,Directions,multiple_choice,"The bus stops right in front of the door.","Der Bus hält direkt vor der Tür.","Der Bus stoppt vor die Tür.","Der Bus ist vor der Tür.","'halten' = to stop/hold."
690,19,Shopping,fill_in_blank,"Das ist aus reiner ___. (wool)","Wolle","Baumwolle","Seide","'Wolle' = wool."
691,20,Separable Verbs,multiple_choice,"Wir gehen heute Abend ___.","aus","ein","an","'ausgehen' = to go out."
692,22,Perfect Tense,fill_in_blank,"Ich habe das Buch ___. (empfohlen)","empfohlen","empfiehlt","empfahl","'empfehlen' = to recommend."
693,23,Perfect Tense,multiple_choice,"Er ___ nach dem Weg gefragt.","hat","ist","wurde","'fragen' uses 'haben'."
694,25,Conjunctions,fill_in_blank,"Ich gehe, da es spät ___. (ist)","ist","es ist","sein","'da' (as/since) is subordinating."
695,26,Possessives,multiple_choice,"Das Auto, ___ Reifen platt ist... (whose)","dessen","sein","desser","Genitive relative pronoun."
696,27,Family,fill_in_blank,"Der Mann meiner Tochter ist mein ___.","Schwiegersohn","Schwager","Sohn","Son-in-law."
697,28,Hobbies,multiple_choice,"'Ich mache gern Handarbeit' means...","I like to do crafts/needlework.","I like to work with my hands.","I like to do manual labor.","'Handarbeit' = handicrafts."
698,29,Writing,fill_in_blank,"Ich warte auf ___ baldige Antwort. (your, formal)","Ihre","Ihr","Ihren","'eine baldige Antwort' = a soon answer."
699,30,Review,multiple_choice,"The past participle of 'singen' is...","gesungen","gesingt","sang","Strong verb."
700,1,Alphabet,fill_in_blank,"The letters 'qu' sound like '___'.","kv","kw","q","As in 'Quelle' (source)."
701,2,Introductions,multiple_choice,"What are your hobbies? (formal)","Was sind Ihre Hobbys?","Was sind deine Hobbys?","Was machen Sie gern?","Formal question."
702,3,Numbers,fill_in_blank,"The number 300 is ___.","dreihundert","dreißighundert","dreitausend","'three hundred'."
703,4,Verbs,multiple_choice,"Das ___ meine Freunde.","sind","ist","seid","Plural subject."
704,5,W-Fragen,fill_in_blank,"Über ___ lachst du? (About whom/what?)","was","wen","wem","'lachen über' takes accusative, but use 'was' for things."
705,6,Nouns,multiple_choice,"The gender of 'Café' is...","das (neuter)","der (masculine)","die (feminine)","das Café."
706,8,Verbs,fill_in_blank,"Du ___ (grillen) im Garten.","grillst","grille","grillt","'grillen' = to barbecue."
707,9,Cases,multiple_choice,"Er hat ___ keine Geschenke gekauft. (me, dative)","mir","mich","ich","'kaufen' can take a dative object."
708,10,Verbs,fill_in_blank,"Er ___ (genießen) die Sonne.","genießt","genießst","genieße","'genießen' (to enjoy) is regular."
709,11,Food & Drink,multiple_choice,"A German potato pancake is called a...","Kartoffelpuffer","Pfannkuchen","Reibekuchen","Also known as Reibekuchen."
710,12,Time,fill_in_blank,"Es ist drei viertel ___. (7:45)","acht","sieben","neun","Regional 'three-quarters to eight'."
711,13,Dates,multiple_choice,"The last month of the year is...","Dezember","Januar","November","December."
712,15,Cases,fill_in_blank,"Er arbeitet bei ___ Firma. (a, fem.)","einer","eine","einen","'bei' is dative."
713,16,Modal Verbs,multiple_choice,"Wir ___ das schaffen. (can)","können","wollen","müssen","'We can do it.'"
714,17,Modal Verbs,fill_in_blank,"Du ___ dich entschuldigen. (should)","solltest","musst","darfst","Moral advice."
715,18,Directions,multiple_choice,"Turn right at the next corner.","Biegen Sie an der nächsten Ecke rechts ab.","Drehen Sie rechts an der Ecke.","Gehen Sie rechts an der nächsten Ecke.","'abbiegen' is a separable verb."
716,19,Shopping,fill_in_blank,"Die Hose ist aus ___. (denim/jeans)","Jeansstoff","Denim","Baumwolle","'Jeansstoff' = jeans material."
717,20,Separable Verbs,multiple_choice,"Ich komme gleich ___.","wieder","an","mit","'wiederkommen' = to come back."
718,22,Perfect Tense,fill_in_blank,"Wir haben das Problem ___. (gelöst)","gelöst","gelösen","löste","'lösen' = to solve."
719,23,Perfect Tense,multiple_choice,"Die Titanic ___ gesunken.","ist","hat","wurde","'sinken' (to sink) is a change of state."
720,25,Conjunctions,fill_in_blank,"Sooft er ___, gewinnt er. (spielt)","spielt","spielt er","spielen","'sooft' (whenever) is subordinating."
721,26,Possessives,multiple_choice,"Das ist ___ Verantwortung. (your, pl. inf.)","eure","euer","euren","Feminine nominative."
722,27,Family,fill_in_blank,"Die Frau meines Vaters ist meine ___.","Mutter","Stiefmutter","Tante","Mother."
723,28,Hobbies,multiple_choice,"'Ich gehe gern tanzen' means...","I like to go dancing.","I like to dance.","I can dance.","'tanzen gehen' = to go dancing."
724,29,Writing,fill_in_blank,"Ich bewerbe mich um die ___ als...","Stelle","Arbeit","Job","'die Stelle' = the position/post."
725,30,Review,multiple_choice,"The past participle of 'tragen' (to wear/carry) is...","getragen","getragt","trug","Strong verb."
726,1,Alphabet,fill_in_blank,"The letters 'ch' in 'sechs' (six) sound like a '___' sound.","ks","ch","sh","An exception to the 'ch' rules."
727,2,Introductions,multiple_choice,"Where do you live? (formal)","Wo wohnen Sie?","Wo lebst du?","Wo sind Sie wohnen?","Formal question."
728,3,Numbers,fill_in_blank,"The number 400 is ___.","vierhundert","vierzighundert","viertausend","'four hundred'."
729,4,Verbs,multiple_choice,"Das ___ meine Sachen.","sind","ist","seid","'Sachen' (things) is plural."
730,5,W-Fragen,fill_in_blank,"___ gehört das? (To whom)","Wem","Wen","Wer","Dative question."
731,6,Nouns,multiple_choice,"The gender of 'Messer' (knife) is...","das (neuter)","der (masculine)","die (feminine)","das Messer."
732,8,Verbs,fill_in_blank,"Ich ___ (erzählen) eine Geschichte.","erzähle","erzählst","erzählt","'erzählen' = to tell/narrate."
733,9,Cases,multiple_choice,"Ich schreibe ___ eine E-Mail. (you, dative, formal)","Ihnen","Sie","Sich","Dative indirect object."
734,10,Verbs,fill_in_blank,"Er ___ (waschen) sich die Hände.","wäscht","wascht","wäschest","'waschen' is stem-changing a->ä."
735,11,Food & Drink,multiple_choice,"A thin, breaded cutlet of veal or pork is a...","Schnitzel","Steak","Kotelett","A very famous dish."
736,12,Time,fill_in_blank,"Es ist Viertel ___ sechs. (5:45)","vor","nach","halb","'quarter to six'."
737,13,Dates,multiple_choice,"The second month of the year is...","Februar","März","Januar","February."
738,15,Cases,fill_in_blank,"Ich komme aus ___ Türkei. (the, fem.)","der","die","dem","Some countries use an article. 'aus' is dative."
739,16,Modal Verbs,multiple_choice,"Man ___ hier vorsichtig sein. (must)","muss","darf","kann","'One must be careful here.'"
740,17,Modal Verbs,fill_in_blank,"Wir ___ das nicht akzeptieren. (can)","können","wollen","müssen","'We cannot accept that.'"
741,18,Directions,multiple_choice,"Go straight ahead to the traffic light.","Gehen Sie geradeaus bis zur Ampel.","Gehen Sie geradeaus zur Ampel.","Gehen Sie zur Ampel geradeaus.","'bis zur' = until the."
742,19,Shopping,fill_in_blank,"Das steht Ihnen gut. 'Das steht Ihnen' means...","That suits you.","That belongs to you.","That is standing near you.","A compliment on clothing."
743,20,Separable Verbs,multiple_choice,"Ich mache die Augen ___.","zu","auf","an","'zumachen' = to close."
744,22,Perfect Tense,fill_in_blank,"Wir haben alles ___. (besprochen)","besprochen","besprecht","besprach","'besprechen' (to discuss) is inseparable."
745,23,Perfect Tense,multiple_choice,"Sie ___ umgezogen.","ist","hat","wurde","'umziehen' (to move house) is a verb of motion."
746,25,Conjunctions,fill_in_blank,"Anstatt dass er ___, schaut er fern. (lernt)","lernt","lernt er","lernen","'anstatt dass' (instead of) is subordinating."
747,26,Possessives,multiple_choice,"Das ist ___ Problem. (our)","unser","unsere","unseren","Neuter nominative."
748,27,Family,fill_in_blank,"Die Eltern meines Mannes sind meine ___.","Schwiegereltern","Großeltern","Verwandten","Parents-in-law."
749,28,Hobbies,multiple_choice,"'Ich fahre gern Ski' means...","I like to go skiing.","I like to go skating.","I like to go sledding.","'Ski fahren' = to ski."
750,29,Writing,fill_in_blank,"Ich beziehe mich auf ___ Gespräch vom...","unser","unsere","unseren","'unser Gespräch' = our conversation."
751,30,Review,multiple_choice,"The past participle of 'verstehen' (to understand) is...","verstanden","versteht","verstand","Inseparable verb."
752,1,Alphabet,fill_in_blank,"The letters 'au' sound like '___' in English 'house'.","ow","aw","oo","As in 'Haus' (house)."
753,2,Introductions,multiple_choice,"What's your address? (formal)","Wie ist Ihre Adresse?","Wo wohnen Sie?","Was ist Ihre Wohnung?","Asking for the address."
754,3,Numbers,fill_in_blank,"The number 500 is ___.","fünfhundert","fünfzighundert","fünftausend","'five hundred'."
755,4,Verbs,multiple_choice,"Das ___ eine gute Idee.","ist","sind","bin","Singular subject."
756,5,W-Fragen,fill_in_blank,"___ hast du das gesagt? (To whom?)","Wem","Wen","Wer","Dative question."
757,6,Nouns,multiple_choice,"The gender of 'Schule' (school) is...","die (feminine)","der (masculine)","das (neuter)","Nouns ending in -e are often feminine."
758,8,Verbs,fill_in_blank,"Ich ___ (hoffen), du kommst bald.","hoffe","hoffst","hofft","'hoffen' = to hope."
759,9,Cases,multiple_choice,"Ich möchte ___ Tasse Tee. (a, fem.)","eine","ein","einen","'möchten' takes an accusative object."
760,10,Verbs,fill_in_blank,"Er ___ (bitten) um Hilfe.","bittet","bittest","bitte","'bitten' (to ask for) is regular, but stem ends in -t."
761,11,Food & Drink,multiple_choice,"A type of sausage from Nuremberg is called...","Nürnberger Rostbratwurst","Frankfurter","Wiener","A regional specialty."
762,12,Time,fill_in_blank,"Es ist kurz ___ halb neun. (8:28)","vor","nach","um","'shortly before half nine'."
763,13,Dates,multiple_choice,"The third month of the year is...","März","April","Februar","March."
764,15,Cases,fill_in_blank,"Ich komme aus ___ USA. (the, pl.)","den","die","der","Plural dative after 'aus'."
765,16,Modal Verbs,multiple_choice,"Sie (she) ___ sehr gut singen.","kann","will","muss","Ability."
766,17,Modal Verbs,fill_in_blank,"Wir ___ das Projekt beenden. (must)","müssen","sollen","dürfen","Necessity."
767,18,Directions,multiple_choice,"Go down the street.","Gehen Sie die Straße hinunter.","Gehen Sie die Straße hinauf.","Gehen Sie die Straße entlang.","'hinunter' = down."
768,19,Shopping,fill_in_blank,"Das ist die ___ (newest) Kollektion.","neueste","neue","neuer","Superlative adjective."
769,20,Separable Verbs,multiple_choice,"Ich nehme am Kurs ___.","teil","an","mit","'teilnehmen' = to take part."
770,22,Perfect Tense,fill_in_blank,"Wir haben lange darüber ___. (nachgedacht)","nachgedacht","gedacht nach","nachdachte","'nachdenken' = to think about."
771,23,Perfect Tense,multiple_choice,"Das Feuer ___ ausgegangen.","ist","hat","wurde","'ausgehen' (to go out, of a fire) is a change of state."
772,25,Conjunctions,fill_in_blank,"Je mehr man ___, desto mehr vergisst man. (lernt)","lernt","lernt man","lernen","'je... desto' (the... the...) has special word order."
773,26,Possessives,multiple_choice,"Das ist ___ Buch. (your, formal)","Ihr","Ihre","Ihren","Neuter nominative."
774,27,Family,fill_in_blank,"Die Schwester meiner Mutter ist meine ___.","Tante","Cousine","Oma","Aunt."
775,28,Hobbies,multiple_choice,"'Ich spiele gern Gesellschaftsspiele' means...","I like to play board games.","I like to play video games.","I like to play sports.","'Gesellschaftsspiele' = social/board games."
776,29,Writing,fill_in_blank,"Ich freue mich auf ein ___ Treffen.","baldiges","bald","baldige","'a soon meeting'."
777,30,Review,multiple_choice,"The past participle of 'beginnen' is...","begonnen","beginnt","begann","Inseparable verb."
778,1,Alphabet,fill_in_blank,"The letters 'sp' at the start of a word sound like '___'.","shp","sp","zp","As in 'sprechen'."
779,2,Introductions,multiple_choice,"What's your phone number? (informal)","Wie ist deine Telefonnummer?","Was ist deine Nummer?","Wie ist deine Zahl?","Asking for a phone number."
780,3,Numbers,fill_in_blank,"The number 600 is ___.","sechshundert","sechzighundert","sechstausend","'six hundred'."
781,4,Verbs,multiple_choice,"Das ___ meine Schuld.","ist nicht","sind nicht","bin nicht","'That is not my fault.'"
782,5,W-Fragen,fill_in_blank,"___ geht es in dem Film? (About what?)","Worum","Was","Worüber","'um was' -> worum."
783,6,Nouns,multiple_choice,"The gender of 'Wohnung' (apartment) is...","die (feminine)","der (masculine)","das (neuter)","Nouns ending in -ung are feminine."
784,8,Verbs,fill_in_blank,"Ich ___ (klingeln) an der Tür.","klingle","klingelst","klingelt","'klingeln' = to ring."
785,9,Cases,multiple_choice,"Ich habe ___ Bruder. (no)","keinen","nicht","kein","Negating a masculine accusative noun."
786,10,Verbs,fill_in_blank,"Er ___ (bewerfen) mich mit Schnee.","bewirft","bewirfst","bewerfe","'bewerfen' (to throw at) is stem-changing e->i."
787,11,Food & Drink,multiple_choice,"A type of German egg noodle is...","Spätzle","Knödel","Maultaschen","A specialty from Swabia."
788,12,Time,fill_in_blank,"Es ist fünf ___ halb sieben. (6:35)","nach","vor","um","'five past half to seven'."
789,13,Dates,multiple_choice,"The fourth month of the year is...","April","Mai","März","April."
790,15,Cases,fill_in_blank,"Ich fahre zu ___ Eltern. (my)","meinen","meine","meiner","'zu' is dative. Plural dative is 'meinen'."
791,16,Modal Verbs,multiple_choice,"Er ___ das nicht wissen. (can't possibly)","kann","will","muss","Expressing possibility."
792,17,Modal Verbs,fill_in_blank,"Ihr ___ jetzt ruhig sein. (must)","müsst","sollt","dürft","A command."
793,18,Directions,multiple_choice,"The hotel is next to the station.","Das Hotel ist neben dem Bahnhof.","Das Hotel ist neben den Bahnhof.","Das Hotel ist neben der Bahnhof.","'neben' is a two-way preposition, here dative for location."
794,19,Shopping,fill_in_blank,"Die Bluse ist aus ___. (silk)","Seide","Samt","Leinen","'Seide' = silk."
795,20,Separable Verbs,multiple_choice,"Ich schalte den Fernseher ___.","aus","an","ein","'ausschalten' = to turn off."
796,22,Perfect Tense,fill_in_blank,"Er hat mir sein Wort ___. (gegeben)","gegeben","gibt","gab","'geben' = to give."
797,23,Perfect Tense,multiple_choice,"Wir ___ über die Brücke gegangen.","sind","haben","wurden","'gehen' is a verb of motion."
798,25,Conjunctions,fill_in_blank,"Warte, bis ich fertig ___. (bin)","bin","ich bin","sein","'bis' is subordinating."
799,26,Possessives,multiple_choice,"Das ist ___ Haus. (their)","ihr","ihre","ihren","Neuter nominative."
800,27,Family,fill_in_blank,"Der Sohn meines Onkels ist mein ___.","Cousin","Neffe","Bruder","Cousin."
801,28,Hobbies,multiple_choice,"'Ich gehe gern wandern' means...","I like to go hiking.","I like to go wandering.","I like to go walking.","'wandern' = hiking."
802,29,Writing,fill_in_blank,"Ich möchte mich für die ___ bewerben.","Stelle","Arbeit","Job","'Stelle' = position."
803,30,Review,multiple_choice,"The past participle of 'schlafen' is...","geschlafen","geschlaft","schlief","Strong verb."
804,1,Alphabet,fill_in_blank,"The letters 'st' at the start of a word sound like '___'.","sht","st","zt","As in 'Straße'."
805,2,Introductions,multiple_choice,"What's your email address? (formal)","Wie ist Ihre E-Mail-Adresse?","Was ist Ihre E-Mail?","Haben Sie E-Mail?","Asking for an email address."
806,3,Numbers,fill_in_blank,"The number 700 is ___.","siebenhundert","siebzighundert","siebentausend","'seven hundred'."
807,4,Verbs,multiple_choice,"Das ___ meine Jacke.","ist","sind","bin","Singular subject."
808,5,W-Fragen,fill_in_blank,"___ hast du getroffen? (Whom?)","Wen","Wem","Wer","Accusative question word."
809,6,Nouns,multiple_choice,"The gender of 'Krankenhaus' (hospital) is...","das (neuter)","der (masculine)","die (feminine)","das Krankenhaus."
810,8,Verbs,fill_in_blank,"Ich ___ (danken) Ihnen.","danke","dankst","dankt","'danken' = to thank."
811,9,Cases,multiple_choice,"Ich habe ___ Schwester. (a)","eine","ein","einen","Feminine accusative."
812,10,Verbs,fill_in_blank,"Du ___ (raten), was passiert ist.","rätst","ratest","rate","'raten' (to guess) is stem-changing a->ä."
813,11,Food & Drink,multiple_choice,"A type of dumpling, can be sweet or savory.","Knödel","Spätzle","Maultaschen","Can be made from bread or potatoes."
814,12,Time,fill_in_blank,"Es ist zwanzig ___ sieben. (7:20)","nach","vor","halb","'twenty past seven'."
815,13,Dates,multiple_choice,"The fifth month of the year is...","Mai","Juni","April","May."
816,15,Cases,fill_in_blank,"Ich fahre zu ___ Großeltern. (my)","meinen","meine","meiner","'zu' is dative. Plural dative is 'meinen'."
817,16,Modal Verbs,multiple_choice,"Er ___ nicht kommen. (wants to)","will","kann","muss","Desire."
818,17,Modal Verbs,fill_in_blank,"Ihr ___ eure Jacken anziehen. (should)","sollt","müsst","dürft","'anziehen' = to put on."
819,18,Directions,multiple_choice,"Go over the bridge.","Gehen Sie über die Brücke.","Gehen Sie auf die Brücke.","Gehen Sie durch die Brücke.","'über' for 'over/across'."
820,19,Shopping,fill_in_blank,"Das ist ein guter ___. (price)","Preis","Kosten","Wert","'der Preis' = price."
821,20,Separable Verbs,multiple_choice,"Der Film hört um 22 Uhr ___.","auf","an","zu","'aufhören' = to end/stop."
822,22,Perfect Tense,fill_in_blank,"Wir haben das Lied ___. (gesungen)","gesungen","gesingt","sang","'singen' = to sing."
823,23,Perfect Tense,multiple_choice,"Er ___ aufgewacht.","ist","hat","wurde","'aufwachen' (to wake up) is a change of state."
824,25,Conjunctions,fill_in_blank,"Ich komme nicht, es sei denn, du ___ mich ab. (holst)","holst","holst du","holen","'es sei denn' (unless) can be tricky, often followed by normal word order or a 'dass' clause."
825,26,Possessives,multiple_choice,"Das ist ___ Auto. (your, pl. inf.)","euer","eure","euren","Neuter nominative."
826,27,Family,fill_in_blank,"Der Bruder meines Vaters ist mein ___.","Onkel","Cousin","Neffe","Uncle."
827,28,Hobbies,multiple_choice,"'Ich spiele gern Klavier' means...","I like to play the piano.","I like to play the clarinet.","I like to play the violin.","'das Klavier' = piano."
828,29,Writing,fill_in_blank,"Ich schreibe im ___ von Herrn Schmidt.","Auftrag","Namen","Bezug","'im Auftrag von' = on behalf of."
829,30,Review,multiple_choice,"The past participle of 'finden' (to find) is...","gefunden","gefindet","fand","Strong verb."
830,1,Alphabet,fill_in_blank,"The letters 'sch' sound like '___' in English.","sh","ch","sk","As in 'Schule'."
831,2,Introductions,multiple_choice,"What's your date of birth? (formal)","Was ist Ihr Geburtsdatum?","Wann sind Sie geboren?","Wie ist Ihr Geburtstag?","'das Geburtsdatum' = date of birth."
832,3,Numbers,fill_in_blank,"The number 800 is ___.","achthundert","achtzighundert","achttausend","'eight hundred'."
833,4,Verbs,multiple_choice,"Das ___ meine Haustiere.","sind","ist","seid","'Haustiere' (pets) is plural."
834,5,W-Fragen,fill_in_blank,"___ kommt mit? (Who)","Wer","Wen","Wem","Nominative question."
835,6,Nouns,multiple_choice,"The gender of 'Flughafen' (airport) is...","der (masculine)","die (feminine)","das (neuter)","der Flughafen."
836,8,Verbs,fill_in_blank,"Ich ___ (besuchen) meine Oma.","besuche","besuchst","besucht","'besuchen' = to visit."
837,9,Cases,multiple_choice,"Ich habe ___ Idee. (no)","keine","nicht","kein","Negating a feminine accusative noun."
838,10,Verbs,fill_in_blank,"Du ___ (schlagen) den Ball.","schlägst","schlagst","schlage","'schlagen' (to hit) is stem-changing a->ä."
839,11,Food & Drink,multiple_choice,"A type of pasta pocket from Swabia is...","Maultaschen","Spätzle","Knödel","Similar to ravioli."
840,12,Time,fill_in_blank,"Es ist zehn ___ vier. (3:50)","vor","nach","halb","'ten to four'."
841,13,Dates,multiple_choice,"The sixth month of the year is...","Juni","Juli","Mai","June."
842,15,Cases,fill_in_blank,"Ich spreche mit ___ Lehrerin. (the, fem.)","der","die","dem","'mit' is dative."
843,16,Modal Verbs,multiple_choice,"Sie (they) ___ länger bleiben. (want to)","wollen","wolle","will","Desire."
844,17,Modal Verbs,fill_in_blank,"Du ___ das nicht vergessen. (must not)","darfst","musst","sollst","Prohibition."
845,18,Directions,multiple_choice,"The bank is around the corner.","Die Bank ist um die Ecke.","Die Bank ist an der Ecke.","Die Bank ist in der Ecke.","'um die Ecke'."
846,19,Shopping,fill_in_blank,"Haben Sie eine Kundenkarte? 'Kundenkarte' is a...","loyalty card","credit card","ID card","Customer card."
847,20,Separable Verbs,multiple_choice,"Ich räume mein Zimmer ___.","auf","an","ein","'aufräumen' = to tidy up."
848,22,Perfect Tense,fill_in_blank,"Wir haben den Zug ___. (verpasst)","verpasst","verpassen","verpasste","'verpassen' (to miss) is inseparable."
849,23,Perfect Tense,multiple_choice,"Er ___ eingeschlafen.","ist","hat","wurde","'einschlafen' is a change of state."
850,25,Conjunctions,fill_in_blank,"Ich komme nicht, weil ich keine Zeit ___. (habe)","habe","habe ich","haben","'weil' clause."
851,26,Possessives,multiple_choice,"Das ist ___ Fahrrad. (my)","mein","meine","meinen","Neuter nominative."
852,27,Family,fill_in_blank,"Die Tochter meiner Tante ist meine ___.","Cousine","Nichte","Schwester","Cousin."
853,28,Hobbies,multiple_choice,"'Ich gehe gern angeln' means...","I like to go fishing.","I like to go hunting.","I like to go swimming.","'angeln' = to fish."
854,29,Writing,fill_in_blank,"Ich schicke Ihnen die Datei als ___.","PDF","Anhang","Datei","'PDF' is a common file format."
855,30,Review,multiple_choice,"The past participle of 'essen' is...","gegessen","geesst","aß","Strong verb."
856,1,Greetings,fill_in_blank,"'Guten Rutsch!' is something you say...","before New Year's Eve","before Christmas","before Easter","'Good slide' into the new year."
857,2,Introductions,multiple_choice,"What's your marital status? (formal)","Wie ist Ihr Familienstand?","Sind Sie verheiratet?","Haben Sie eine Familie?","'der Familienstand'."
858,3,Numbers,fill_in_blank,"The number 900 is ___.","neunhundert","neunzighundert","neuntausend","'nine hundred'."
859,4,Verbs,multiple_choice,"Das ___ die richtigen Antworten.","sind","ist","seid","Plural subject."
860,5,W-Fragen,fill_in_blank,"___ geht es heute? (How)","Wie","Was","Wo","'How is it going today?'"
861,6,Nouns,multiple_choice,"The gender of 'Bäckerei' (bakery) is...","die (feminine)","der (masculine)","das (neuter)","Nouns ending in -ei are feminine."
862,8,Verbs,fill_in_blank,"Ich ___ (brauchen) deine Hilfe.","brauche","brauchst","braucht","'brauchen' = to need."
863,9,Cases,multiple_choice,"Ich habe ___ Hund. (a)","einen","ein","eine","Masculine accusative."
864,10,Verbs,fill_in_blank,"Er ___ (verlieren) immer seine Schlüssel.","verliert","verlierst","verliere","'verlieren' (to lose) is regular in present tense."
865,11,Food & Drink,multiple_choice,"A type of white sausage from Bavaria is...","Weißwurst","Bratwurst","Currywurst","A regional specialty."
866,12,Time,fill_in_blank,"Es ist fünf ___ nach halb acht. (7:35)","fünf nach halb acht","fünf vor halb acht","fünfundzwanzig vor acht","'five past half to eight'."
867,13,Dates,multiple_choice,"The seventh month of the year is...","Juli","August","Juni","July."
868,15,Cases,fill_in_blank,"Ich komme aus ___ Schweiz. (the, fem.)","der","die","dem","'aus' is dative."
869,16,Modal Verbs,multiple_choice,"Wir ___ das nicht verstehen. (can)","können","wollen","müssen","Inability."
870,17,Modal Verbs,fill_in_blank,"Du ___ jetzt gehen. (must)","musst","sollst","darfst","Necessity."
871,18,Directions,multiple_choice,"Go straight on for about 200 meters.","Gehen Sie circa 200 Meter geradeaus.","Gehen Sie geradeaus für 200 Meter.","Gehen Sie 200 Meter lang geradeaus.","Common phrasing."
872,19,Shopping,fill_in_blank,"Die Jacke passt ___. (perfectly)","perfekt","gut","sehr","'perfekt' = perfectly."
873,20,Separable Verbs,multiple_choice,"Ich mache das Licht ___.","an","aus","zu","'anmachen' = to turn on."
874,22,Perfect Tense,fill_in_blank,"Wir haben darüber ___. (diskutiert)","diskutiert","diskutieren","diskutierte","'diskutieren' ends in -ieren."
875,23,Perfect Tense,multiple_choice,"Sie ___ gestorben.","ist","hat","wurde","'sterben' (to die) is a change of state."
876,25,Conjunctions,fill_in_blank,"Ich komme, obwohl ich müde ___. (bin)","bin","ich bin","sein","'obwohl' is subordinating."
877,26,Possessives,multiple_choice,"Das ist ___ Katze. (our)","unsere","unser","unseren","Feminine nominative."
878,27,Family,fill_in_blank,"Der Vater meiner Frau ist mein ___.","Schwiegervater","Schwager","Opa","Father-in-law."
879,28,Hobbies,multiple_choice,"'Ich gehe gern ins Fitnessstudio' means...","I like to go to the gym.","I like to do fitness.","I like to be fit.","'das Fitnessstudio' = gym."
880,29,Writing,fill_in_blank,"Ich schreibe Ihnen wegen ___ Anzeige.","Ihrer","Ihre","Ihren","'wegen' (because of) is genitive (advanced)."
